name,taxonomy,bin_length,gc_percent,coverage,curation_status,completion_status,metagenome_id,normalized_coverage,domain
SR-VP_05_06_2024_N_bottom_Methylophilales_58_58,"Methylophilales, Betaproteobacteria, Proteobacteria, Bacteria",2596499.0,57.66,57.65,Uncurated genome,near complete,n_bottom,1.5609147798536709,Bacteria
SR-VP_05_06_2024_N_bottom_maxbin2_255_sub,"Sphingobacteriales, Sphingobacteriia, Bacteroidetes, Bacteria",4437848.0,45.81,4.93,Uncurated genome,partial,n_bottom,-0.898136478806798,Bacteria
SR-VP_05_06_2024_N_bottom_Methylophilales_53_78,"Methylophilales, Betaproteobacteria, Proteobacteria, Bacteria",2689258.0,52.94,77.71,Uncurated genome,near complete,n_bottom,1.8595084823597539,Bacteria
SR-VP_05_06_2024_N_bottom_maxbin2_24,Bacteria,7879171.0,59.1,13.27,Uncurated genome,near complete,n_bottom,0.09203038148271947,Bacteria
SR-VP_05_06_2024_N_bottom_Bacteroidetes_43_36,"Bacteroidetes, Bacteria",3654725.0,42.88,35.98,Uncurated genome,near complete,n_bottom,1.0894877616609904,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_4060,"Opitutae, Verrucomicrobia, Bacteria",5271597.0,66.14,13.07,Uncurated genome,near complete,n_bottom,0.07684406077473405,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_7802_sub,"Deltaproteobacteria, Proteobacteria, Bacteria",5735776.0,46.87,9.91,Uncurated genome,near complete,n_bottom,-0.1999311185195003,Bacteria
SR-VP_05_06_2024_N_bottom_Saturn_mini-Borg_30_2,Bacteria,2525.0,30.1,2.38,Uncurated genome,partial,n_bottom,-1.6263749791780135,Bacteria
SR-VP_05_06_2024_N_bottom_Jupiter_mini-Borg_37_3,"Borg, ECE",1935.0,36.8,3.49,Uncurated genome,partial,n_bottom,-1.243573730647061,Borg
SR-VP_05_06_2024_N_bottom_Jupiter_mini-Borg_36_3,"Borg, ECE",2659.0,36.07,3.1,Uncurated genome,partial,n_bottom,-1.3620733553702962,Borg
SR-VP_05_06_2024_N_bottom_Jupiter_mini-Borg_36_3,"RIFCSPLOWO2_01_FULL_Berkelbacteria_50_28_curated, Berkelbacteria, Bacteria",1022.0,34.15,2.45,Uncurated genome,partial,n_bottom,-1.5973874423047612,Bacteria
SR-VP_05_06_2024_N_bottom_Jupiter_mini-Borg_35_86,"Borg, ECE",51944.0,34.58,86.27,Uncurated genome,partial,n_bottom,1.9640064462270903,Borg
SR-VP_05_06_2024_N_bottom_Jupiter_mini-Borg_32_2,"BLACK-SR-VP_26_10_2019_C_40cm_scaffold_23_FINAL_IR, Black, Borg, ECE",1013.0,31.59,1.97,Uncurated genome,partial,n_bottom,-1.8154419241114996,Borg
SR-VP_05_06_2024_N_bottom_Rhodocyclales_64_218,"Rhodocyclales, Betaproteobacteria, Proteobacteria, Bacteria",3864116.0,64.06,227.98,Uncurated genome,near complete,n_bottom,2.9357824389472356,Bacteria
SR-VP_05_06_2024_N_bottom_Gemmatimonadetes_70_84,"Gemmatimonadetes, Gemmatimonadetes, Bacteria",3788832.0,70.36,85.03,Uncurated genome,near complete,n_bottom,1.9495286685363045,Bacteria
SR-VP_05_06_2024_N_bottom_Bacteria_56_96,Bacteria,5149341.0,56.41,96.75,Uncurated genome,near complete,n_bottom,2.0786548650484944,Bacteria
SR-VP_05_06_2024_N_bottom_vamb_6492,"Chloroflexi, Bacteria",692297.0,46.59,9.88,Uncurated genome,partial,n_bottom,-0.20296295510162032,Bacteria
SR-VP_05_06_2024_N_bottom_vamb_5647,Bacteria,5094950.0,59.62,10.06,Uncurated genome,near complete,n_bottom,-0.18490830218980348,Bacteria
SR-VP_05_06_2024_N_bottom_vamb_5252,Bacteria,1125542.0,40.1,10.83,Uncurated genome,near complete,n_bottom,-0.11115540584849759,Bacteria
SR-VP_05_06_2024_N_bottom_vamb_5167,"uncultured bacterium (gcode 4), Bacteria",1348008.0,23.84,15.37,Uncurated genome,partial,n_bottom,0.23894209068910754,Bacteria
SR-VP_05_06_2024_N_bottom_vamb_4949,"Sphingobacteriales, Sphingobacteriia, Bacteroidetes, Bacteria",4539496.0,43.77,21.44,Uncurated genome,near complete,n_bottom,0.5717828693412046,Bacteria
SR-VP_05_06_2024_N_bottom_vamb_4875,"Methylophilales, Betaproteobacteria, Proteobacteria, Bacteria",3276111.0,48.59,10.98,Uncurated genome,partial,n_bottom,-0.09740003078001225,Bacteria
SR-VP_05_06_2024_N_bottom_vamb_4727_sub,Archaea,1951974.0,50.11,9.29,Uncurated genome,near complete,n_bottom,-0.2645369140356495,Archaea
SR-VP_05_06_2024_N_bottom_Deltaproteobacteria_48_45,"Deltaproteobacteria, Proteobacteria, Bacteria",2913681.0,48.44,44.58,Uncurated genome,near complete,n_bottom,1.303809861096326,Bacteria
SR-VP_05_06_2024_N_bottom_Amethyst_Borg_33_2,"SR-VP_9_9_2021_65_4B_1_25m_Amethyst_Borg_complete, Amethyst, Borg, ECE",1550.0,32.52,2.42,Uncurated genome,partial,n_bottom,-1.6097079266928018,Borg
SR-VP_05_06_2024_N_bottom_Black_Borg_32_25,"BLACK-SR-VP_26_10_2019_C_40cm_scaffold_23_FINAL_IR, Black, Borg, ECE",970037.0,32.22,24.27,Uncurated genome,partial,n_bottom,0.6957655528771132,Borg
SR-VP_05_06_2024_N_bottom_Oxblood_Borg_33_3,"Borg, ECE",128516.0,33.48,3.03,Uncurated genome,partial,n_bottom,-1.384912847340119,Borg
SR-VP_05_06_2024_N_bottom_scaffold_6272,ece_26_1334,,,128.92,,,n_bottom,2.3657165900858406,ece_26_1334
SR-VP_05_06_2024_N_bottom_HMp_plasmid-like_36_6,Archaea,6227.0,36.29,6.14,Uncurated genome,partial,n_bottom,-0.6786507247023457,Archaea
SR-VP_05_06_2024_N_bottom_Borg_Fragments,"Borg, ECE",36426.0,32.05,6.99,Uncurated genome,partial,n_bottom,-0.5489949106156777,Borg
SR-VP_05_06_2024_N_bottom_likely_circ_plasmid_49_43,"Proteobacteria, Bacteria",6648.0,48.56,42.76,Uncurated genome,partial,n_bottom,1.2621276192954478,Bacteria
SR-VP_05_06_2024_N_bottom_likely_circ_plasmid_49_14,Bacteria,9307.0,48.6,14.48,Uncurated genome,partial,n_bottom,0.1792929200961737,Bacteria
SR-VP_05_06_2024_N_bottom_vamb_42588,"Betaproteobacteria, Proteobacteria, Bacteria",4396465.0,62.26,17.9,Uncurated genome,near complete,n_bottom,0.39132524598531226,Bacteria
SR-VP_05_06_2024_N_bottom_Vermilion_Borg_35_3,"Green_Borg_SRVP_2020_100_cm_2_FINAL-FINAL, Green, Borg, ECE",125398.0,34.86,3.29,Uncurated genome,partial,n_bottom,-1.3025879020841162,Borg
SR-VP_05_06_2024_N_bottom_Pink_Borg_32_7,"Borg, ECE",758703.0,31.9,7.3,Uncurated genome,partial,n_bottom,-0.5056011187070513,Borg
SR-VP_05_06_2024_N_bottom_metabat2_4162,Bacteria,4670078.0,56.9,6.75,Uncurated genome,near complete,n_bottom,-0.5839329619769582,Bacteria
SR-VP_05_06_2024_N_bottom_Bacteria_42_88,Bacteria,3945069.0,42.15,88.78,Uncurated genome,near complete,n_bottom,1.9926859325444921,Bacteria
R-VP_05_06_2024_N_bottom_Acidobacteria_Koribacter_60_49,"Acidobacteria, Bacteria",4378065.0,60.2,49.34,Uncurated genome,near complete,n_bottom,1.405259644239814,Bacteria
SR-VP_05_06_2024_N_bottom_Acidobacteria_Koribacter_58_28,"Acidobacteria, Bacteria",5170554.0,58.43,27.56,Uncurated genome,near complete,n_bottom,0.8228899792840609,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_6173,Bacteria,4381207.0,51.23,5.93,Uncurated genome,near complete,n_bottom,-0.7134512538517628,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_60_sub,"Methylophilales, Betaproteobacteria, Proteobacteria, Bacteria",2759535.0,47.53,13.34,Uncurated genome,near complete,n_bottom,0.0972915736260811,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_5863,"Rhodospirillales, Alphaproteobacteria, Proteobacteria, Bacteria",2365300.0,63.93,9.72,Uncurated genome,near complete,n_bottom,-0.21928984838904908,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_5795,"Chloroflexi, Bacteria",4177614.0,49.65,6.94,Uncurated genome,near complete,n_bottom,-0.5561736923426837,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_5490,Bacteria,4895084.0,69.63,7.35,Uncurated genome,partial,n_bottom,-0.4987751536366516,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_5459_sub,Bacteria,4027352.0,62.63,5.42,Uncurated genome,near complete,n_bottom,-0.8033796514098419,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_5444,Archaea,1066902.0,53.95,5.76,Uncurated genome,near complete,n_bottom,-0.7425379921535968,Archaea
SR-VP_05_06_2024_N_bottom_metabat2_5397_sub,"Chlamydiia, Chlamydiae, Bacteria",1978380.0,46.35,6.95,Uncurated genome,partial,n_bottom,-0.5547338072846959,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_531,"Gallionellales, Betaproteobacteria, Proteobacteria, Bacteria",3284843.0,56.9,10.52,Uncurated genome,near complete,n_bottom,-0.14019725955183304,Bacteria
SR-VP_05_06_2024_N_bottom_Likely_Peregrinibacteria_50_13,Bacteria,1522373.0,49.73,13.21,Uncurated genome,near complete,n_bottom,0.0874986516728371,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_5273,Bacteria,7668640.0,71.84,9.86,Uncurated genome,near complete,n_bottom,-0.20498929824685286,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_517,Bacteria,8007667.0,58.7,15.18,Uncurated genome,near complete,n_bottom,0.22650330510608718,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_5133,"Acidobacteriales, Acidobacteriia, Acidobacteria, Bacteria",2837290.0,64.97,6.82,Uncurated genome,near complete,n_bottom,-0.573615995006026,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_505,"Acidobacteria, Bacteria",4327486.0,62.36,13.19,Uncurated genome,near complete,n_bottom,0.08598349986782639,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_4893_sub,Bacteria,7145660.0,58.52,7.6,Uncurated genome,near complete,n_bottom,-0.4653272195691116,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_4691_sub,"Betaproteobacteria, Proteobacteria, Bacteria",4565799.0,62.86,15.22,Uncurated genome,near complete,n_bottom,0.2291348855721429,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_4369,"Parcubacteria, Bacteria",699331.0,44.02,6.76,Uncurated genome,near complete,n_bottom,-0.5824525768065241,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_4203,"Deltaproteobacteria, Proteobacteria, Bacteria",2399525.0,48.05,7.69,Uncurated genome,near complete,n_bottom,-0.4535546833438442,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_646,"Methylomonas denitrificans, Methylomonas, Methylococcales, Gammaproteobacteria, Proteobacteria, Bacteria",4989086.0,51.15,24.68,Uncurated genome,near complete,n_bottom,0.7125177321757903,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_6812,"Parcubacteria, Bacteria",870988.0,52.14,5.89,Uncurated genome,near complete,n_bottom,-0.7202194691979016,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_6880,"Bacteroidetes, Bacteria",2241535.0,34.82,5.01,Uncurated genome,partial,n_bottom,-0.8820395517646233,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_7009_sub,"Uhrbacteria, Parcubacteria, Bacteria",743614.0,57.98,4.72,Uncurated genome,partial,n_bottom,-0.9416666672639329,Bacteria
SR-VP_05_06_2024_N_bottom_vamb_21145,Bacteria,1384665.0,41.45,9.71,Uncurated genome,near complete,n_bottom,-0.22031918455816335,Bacteria
SR-VP_05_06_2024_N_bottom_vamb_1606,"Bacteroidetes, Bacteria",3279215.0,45.68,9.84,Uncurated genome,near complete,n_bottom,-0.20701975579723486,Bacteria
SR-VP_05_06_2024_N_bottom_Potentially_Complete_Dojkabacteria_39_47,Bacteria,1189505.0,39.01,47.03,Uncurated genome,near complete,n_bottom,1.3573102290955599,Bacteria
SR-VP_05_06_2024_N_bottom_vamb_15576,"Ignavibacteriales, Ignavibacteria, Ignavibacteriae, Bacteria",3113438.0,52.8,17.12,Uncurated genome,near complete,n_bottom,0.34677190385219925,Bacteria
SR-VP_05_06_2024_N_bottom_vamb_13763,"Ignavibacteriales, Ignavibacteria, Ignavibacteriae, Bacteria",3841181.0,37.15,16.83,Uncurated genome,near complete,n_bottom,0.32968754134131784,Bacteria
SR-VP_05_06_2024_N_bottom_vamb_12474,"Nomurabacteria, Parcubacteria, Bacteria",523159.0,33.92,10.99,Uncurated genome,near complete,n_bottom,-0.09648969844586697,Bacteria
SR-VP_05_06_2024_N_bottom_vamb_12204,"Gemmatimonadetes, Bacteria",3257177.0,66.43,17.55,Uncurated genome,near complete,n_bottom,0.37157848305047825,Bacteria
SR-VP_05_06_2024_N_bottom_vamb_11196,"Acidobacteriales, Acidobacteriia, Acidobacteria, Bacteria",4469142.0,59.85,15.02,Uncurated genome,near complete,n_bottom,0.2159071794745917,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_998,"Acidobacteriales, Acidobacteriia, Acidobacteria, Bacteria",3680696.0,63.03,16.83,Uncurated genome,near complete,n_bottom,0.32968754134131784,Bacteria
SR-VP_05_06_2024_N_bottom_vamb_2780,Bacteria,3217734.0,45.56,14.06,Uncurated genome,near complete,n_bottom,0.14985841952112233,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_924,"Bacteroidetes, Bacteria",3932348.0,40.59,9.83,Uncurated genome,near complete,n_bottom,-0.2080365327023217,Bacteria
SR-VP_05_06_2024_N_bottom_Parcubacteria_38_29,"Parcubacteria, Bacteria",654607.0,37.93,29.43,Uncurated genome,near complete,n_bottom,0.8885390953839845,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_916_sub,Bacteria,883690.0,41.09,9.55,Uncurated genome,near complete,n_bottom,-0.23693431236875773,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_888,"Microgenomates, Bacteria",1257610.0,49.04,8.48,Uncurated genome,near complete,n_bottom,-0.355765017057585,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_7833_sub,"Parcubacteria, Bacteria",1068914.0,38.57,4.53,Uncurated genome,partial,n_bottom,-0.982753527366454,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_7823_sub,"Alphaproteobacteria, Proteobacteria, Bacteria",6610532.0,63.77,5.44,Uncurated genome,partial,n_bottom,-0.7996964059935454,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_7761,"Microgenomates, Bacteria",861458.0,39.23,4.81,Uncurated genome,near complete,n_bottom,-0.922778382743727,Bacteria
SR-VP_05_06_2024_N_bottom_Gallionellales_58_30,"Gallionellales, Betaproteobacteria, Proteobacteria, Bacteria",2557734.0,57.96,30.04,Uncurated genome,near complete,n_bottom,0.9090543600345371,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_7174,"Parcubacteria, Bacteria",487398.0,58.69,6.58,Uncurated genome,partial,n_bottom,-0.6094407215241708,Bacteria
SR-VP_05_06_2024_N_bottom_metabat2_9216,"Parcubacteria, Bacteria",789120.0,51.54,5.41,Uncurated genome,partial,n_bottom,-0.8052263740030066,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_37,"Proteobacteria, Bacteria",3775574.0,58.75,7.28,Uncurated genome,near complete,n_bottom,-0.5083446046528022,Bacteria
SR-VP_05_06_2024_N_bottom_maxbin2_63_sub,"Acidobacteria, Bacteria",4542299.0,63.47,5.83,Uncurated genome,partial,n_bottom,-0.7304584664989957,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_24_sub,Bacteria,1028622.0,53.07,10.41,Uncurated genome,near complete,n_bottom,-0.15070858423451927,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_2_sub,"Myxococcales, Deltaproteobacteria, Proteobacteria, Bacteria",9789278.0,68.41,14.41,Uncurated genome,near complete,n_bottom,0.17444694315003417,Bacteria
SR-VP_05_06_2024_N_bottom_UNK,Bacteria,890032078.0,55.84,5.29,Uncurated genome,megabin,n_bottom,-0.8276572209911888,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_1,Bacteria,6545290.0,33.64,5.37,Uncurated genome,megabin,n_bottom,-0.8126475583406234,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_11_sub,"Proteobacteria, Bacteria",3100995.0,68.46,7.06,Uncurated genome,partial,n_bottom,-0.5390304153562462,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_12_sub,Bacteria,2997525.0,60.46,5.46,Uncurated genome,partial,n_bottom,-0.7960266771045832,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_132,"Ignavibacteriales, Ignavibacteria, Ignavibacteriae, Bacteria",2627858.0,58.72,6.57,Uncurated genome,near complete,n_bottom,-0.6109616343648776,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_145_sub,Bacteria,1313980.0,49.31,5.08,Uncurated genome,partial,n_bottom,-0.8681642052710061,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_148_sub,Bacteria,4580267.0,60.78,7.91,Uncurated genome,near complete,n_bottom,-0.4253476850818343,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_155_sub,Bacteria,4623176.0,69.75,9.31,Uncurated genome,near complete,n_bottom,-0.26238637557242095,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_159_sub,"Deltaproteobacteria, Proteobacteria, Bacteria",6351952.0,56.4,7.13,Uncurated genome,megabin,n_bottom,-0.5291642324351922,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_105_sub,"Euryarchaeota, Archaea",3420953.0,65.56,15.06,Uncurated genome,near complete,n_bottom,0.21856675551035076,Archaea
SR-VP_05_06_2024_N_bottom_concoct_162,Archaea,641507.0,42.32,4.57,Uncurated genome,partial,n_bottom,-0.9739622619552835,Archaea
SR-VP_05_06_2024_N_bottom_concoct_167_sub,Bacteria,4644122.0,59.29,6.71,Uncurated genome,near complete,n_bottom,-0.5898765158778063,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_168,Bacteria,3738731.0,56.25,4.83,Uncurated genome,partial,n_bottom,-0.9186289991969154,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_181_sub,Bacteria,5336642.0,66.81,12.07,Uncurated genome,near complete,n_bottom,-0.0027524317519564967,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_190_sub,"Sphingobacteriales, Sphingobacteriia, Bacteroidetes, Bacteria",4539821.0,40.39,13.85,Uncurated genome,near complete,n_bottom,0.13480976577195092,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_201_sub,"Betaproteobacteria, Proteobacteria, Bacteria",2709048.0,57.25,6.99,Uncurated genome,partial,n_bottom,-0.5489949106156777,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_219,Bacteria,5386604.0,65.63,3.84,Uncurated genome,partial,n_bottom,-1.1480031002617612,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_226,"Rhizobiales, Alphaproteobacteria, Proteobacteria, Bacteria",2835339.0,61.05,5.3,Uncurated genome,partial,n_bottom,-0.8257686463033207,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_160_sub,"Chloroflexi, Bacteria",8002600.0,48.23,9.07,Uncurated genome,megabin,n_bottom,-0.2885032027343515,Bacteria
SR-VP_05_06_2024_N_bottom_concoct_236_sub,"Methylophilales, Betaproteobacteria, Proteobacteria, Bacteria",2495593.0,54.2,13.72,Uncurated genome,near complete,n_bottom,0.1253791554363426,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_13280,"Parcubacteria, Bacteria",576797.0,49.4,4.33,Uncurated genome,partial,n_middle,-1.001935996628535,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_13316,"Thaumarchaeota, TACK, Archaea",2007979.0,35.71,5.25,Uncurated genome,partial,n_middle,-0.8092754620394011,Archaea
SR-VP_05_06_2024_N_middle_metabat2_13360,Archaea,1811240.0,48.14,4.44,Uncurated genome,near complete,n_middle,-0.9768491621988,Archaea
SR-VP_05_06_2024_N_middle_metabat2_1371_sub,"Acidobacteria, Bacteria",3340723.0,57.78,10.38,Uncurated genome,near complete,n_middle,-0.12762266090519114,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_138_sub,"Deltaproteobacteria, Proteobacteria, Bacteria",2652018.0,52.19,17.68,Uncurated genome,near complete,n_middle,0.4049305185665637,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_13918,"Kaiserbacteria, Parcubacteria, Bacteria",468205.0,56.24,5.2,Uncurated genome,partial,n_middle,-0.818844913055552,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_149,Archaea,1251088.0,53.28,20.04,Uncurated genome,near complete,n_middle,0.5302267375737304,Archaea
SR-VP_05_06_2024_N_middle_metabat2_142_sub,"Chloroflexi, Bacteria",3355296.0,68.36,30.51,Uncurated genome,near complete,n_middle,0.9505509600856445,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_147,"Parcubacteria, Bacteria",638920.0,47.71,9.37,Uncurated genome,near complete,n_middle,-0.2299904423926029,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_1562,"Rhodospirillales, Alphaproteobacteria, Proteobacteria, Bacteria",2414275.0,64.46,12.88,Uncurated genome,near complete,n_middle,0.08817218203327393,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_15636_sub,"Methanoregula, Methanomicrobiales, Methanomicrobia, Euryarchaeota, Archaea",2213926.0,48.79,11.3,Uncurated genome,near complete,n_middle,-0.042700812924638676,Archaea
SR-VP_05_06_2024_N_middle_metabat2_16175,"Chloroflexi, Bacteria",4443634.0,50.12,6.35,Uncurated genome,near complete,n_middle,-0.6190487257383335,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_13187_sub,Bacteria,4544651.0,54.5,4.45,Uncurated genome,partial,n_middle,-0.9745994424647848,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_1429,Bacteria,3965904.0,50.54,7.23,Uncurated genome,near complete,n_middle,-0.48926450247226017,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_1292,"Parcubacteria, Bacteria",993627.0,49.37,7.44,Uncurated genome,near complete,n_middle,-0.4606326897979329,Bacteria
SR-VP_05_06_2024_N_middle_maxbin2_89,"Alphaproteobacteria, Proteobacteria, Bacteria",5084130.0,67.08,20.41,Uncurated genome,near complete,n_middle,0.5485214381788199,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_12151,Archaea,678561.0,37.45,4.72,Uncurated genome,partial,n_middle,-0.9156947390454697,Archaea
SR-VP_05_06_2024_N_middle_metabat2_11650_sub,"Uhrbacteria, Parcubacteria, Bacteria",1091266.0,52.72,5.16,Uncurated genome,near complete,n_middle,-0.8265669591494622,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_1144,"Acidobacteria, Bacteria",2868390.0,60.42,7.67,Uncurated genome,near complete,n_middle,-0.43018692326376895,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_1115,"Parcubacteria, Bacteria",731456.0,53.87,10.02,Uncurated genome,near complete,n_middle,-0.162920442986215,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_10857,"Thaumarchaeota, TACK, Archaea",1601152.0,36.14,10.32,Uncurated genome,partial,n_middle,-0.1334197785895168,Archaea
SR-VP_05_06_2024_N_middle_metabat2_10552,"Euryarchaeota, Archaea",2191592.0,43.74,8.03,Uncurated genome,near complete,n_middle,-0.38431901068426333,Archaea
SR-VP_05_06_2024_N_middle_maxbin2_96_sub,"Acidobacteriales, Acidobacteriia, Acidobacteria, Bacteria",2438009.0,63.41,11.43,Uncurated genome,partial,n_middle,-0.03126206083621419,Bacteria
SR-VP_05_06_2024_N_middle_maxbin2_93,"Acidobacteriales, Acidobacteriia, Acidobacteria, Bacteria",3025074.0,65.17,29.05,Uncurated genome,near complete,n_middle,0.9015149446549868,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_163,"Parcubacteria, Bacteria",1448748.0,60.48,10.97,Uncurated genome,near complete,n_middle,-0.07233926435579452,Bacteria
SR-VP_05_06_2024_N_middle_maxbin2_88_sub,"Alphaproteobacteria, Proteobacteria, Bacteria",5595269.0,68.55,8.5,Uncurated genome,near complete,n_middle,-0.3274373751466628,Bacteria
SR-VP_05_06_2024_N_middle_maxbin2_80,"Aminicenantes, Bacteria",3647172.0,62.41,7.85,Uncurated genome,near complete,n_middle,-0.40699000684861675,Bacteria
SR-VP_05_06_2024_N_middle_maxbin2_8,"Euryarchaeota, Archaea",2414882.0,66.16,109.87,Uncurated genome,near complete,n_middle,2.231794310069856,Archaea
SR-VP_05_06_2024_N_middle_maxbin2_7,"Acidobacteria, Bacteria",5933192.0,58.84,41.87,Uncurated genome,near complete,n_middle,1.2670660413881185,Bacteria
SR-VP_05_06_2024_N_middle_maxbin2_66_sub,"Acidobacteriales, Acidobacteriia, Acidobacteria, Bacteria",3884591.0,61.78,12.18,Uncurated genome,near complete,n_middle,0.03229172363881716,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_125_sub,Bacteria,6474322.0,65.1,22.38,Uncurated genome,near complete,n_middle,0.6406641642408455,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_1678,"Betaproteobacteria, Proteobacteria, Bacteria",3612546.0,67.39,12.86,Uncurated genome,near complete,n_middle,0.08661818016653955,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_21724,Archaea,514370.0,45.8,5.94,Uncurated genome,near complete,n_middle,-0.68579440526838,Archaea
SR-VP_05_06_2024_N_middle_metabat2_17139_sub,"Nitrospirae, Bacteria",3024185.0,57.11,7.28,Uncurated genome,partial,n_middle,-0.482372676434339,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_377,"Microgenomates, Bacteria",1051440.0,43.49,10.09,Uncurated genome,near complete,n_middle,-0.15595870427741598,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_3560_sub,"Ignavibacteriales, Ignavibacteria, Ignavibacteriae, Bacteria",3656492.0,54.33,7.73,Uncurated genome,near complete,n_middle,-0.42239467604360303,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_3405,"Parcubacteria, Bacteria",1349147.0,59.2,12.09,Uncurated genome,near complete,n_middle,0.02487512598376762,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_33748,"Rokubacteria, Bacteria",4816998.0,71.7,7.14,Uncurated genome,near complete,n_middle,-0.5017907622914406,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_3345_sub,Bacteria,8688452.0,55.66,8.29,Uncurated genome,near complete,n_middle,-0.35245356949573026,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_3276_sub,"Betaproteobacteria, Proteobacteria, Bacteria",2861347.0,67.61,12.19,Uncurated genome,near complete,n_middle,0.03311240485024669,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_3172_sub,Bacteria,5964726.0,66.73,5.45,Uncurated genome,near complete,n_middle,-0.7718879299677808,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_309,"Bradyrhizobium, Rhizobiales, Alphaproteobacteria, Proteobacteria, Bacteria",5714004.0,63.43,19.96,Uncurated genome,near complete,n_middle,0.5262267322403842,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_30,Archaea,2122785.0,51.28,27.7,Uncurated genome,near complete,n_middle,0.853928874550359,Archaea
SR-VP_05_06_2024_N_middle_metabat2_2984_sub,"Gemmatimonadetes, Bacteria",3862707.0,68.56,20.07,Uncurated genome,near complete,n_middle,0.531722624165313,Bacteria
SR-VP_05_06_2024_N_middle_metabat2_296,Bacteria,5074396.0,62.82,22.64,Uncurated genome,near complete,n_middle,0.6522147146920485,Bacteria
