,uniparc_id,original_id,uniparc_version,description,pdb_chain,pdb_id,gmgc_id,mgnify_id,pdb_assembly,database
12458,,MGYP000541077838.pdb.gz,,,,,,MGYP000541077838,,Mgnify
12459,,MGYP000028982936.pdb.gz,,,,,,MGYP000028982936,,Mgnify
12460,,MGYP002720264366.pdb.gz,,,,,,MGYP002720264366,,Mgnify
12461,,MGYP003657851050.pdb.gz,,,,,,MGYP003657851050,,Mgnify
12462,,MGYP000353689982.pdb.gz,,,,,,MGYP000353689982,,Mgnify
12463,,MGYP000506428254.pdb.gz,,,,,,MGYP000506428254,,Mgnify
12464,,MGYP000644932764.pdb.gz,,,,,,MGYP000644932764,,Mgnify
12465,,MGYP000849573780.pdb.gz,,,,,,MGYP000849573780,,Mgnify
12466,,MGYP001497903741.pdb.gz,,,,,,MGYP001497903741,,Mgnify
12467,,MGYP001599048844.pdb.gz,,,,,,MGYP001599048844,,Mgnify
12468,,MGYP003612235242.pdb.gz,,,,,,MGYP003612235242,,Mgnify
12469,,MGYP001260559092.pdb.gz,,,,,,MGYP001260559092,,Mgnify
12470,,MGYP001480197932.pdb.gz,,,,,,MGYP001480197932,,Mgnify
12471,,MGYP003561959131.pdb.gz,,,,,,MGYP003561959131,,Mgnify
12472,,MGYP002705265684.pdb.gz,,,,,,MGYP002705265684,,Mgnify
12473,,MGYP003367745069.pdb.gz,,,,,,MGYP003367745069,,Mgnify
12474,,MGYP003032159267.pdb.gz,,,,,,MGYP003032159267,,Mgnify
12475,,MGYP001222886208.pdb.gz,,,,,,MGYP001222886208,,Mgnify
12476,,MGYP000048980967.pdb.gz,,,,,,MGYP000048980967,,Mgnify
12477,,MGYP000992526973.pdb.gz,,,,,,MGYP000992526973,,Mgnify
12478,,MGYP000011339219.pdb.gz,,,,,,MGYP000011339219,,Mgnify
12479,,MGYP003419110360.pdb.gz,,,,,,MGYP003419110360,,Mgnify
12480,,MGYP000325811019.pdb.gz,,,,,,MGYP000325811019,,Mgnify
12481,,MGYP000459829126.pdb.gz,,,,,,MGYP000459829126,,Mgnify
12482,,MGYP002679876716.pdb.gz,,,,,,MGYP002679876716,,Mgnify
12483,,MGYP000456293962.pdb.gz,,,,,,MGYP000456293962,,Mgnify
12484,,MGYP000989011625.pdb.gz,,,,,,MGYP000989011625,,Mgnify
12485,,MGYP001101875530.pdb.gz,,,,,,MGYP001101875530,,Mgnify
12486,,MGYP000452618248.pdb.gz,,,,,,MGYP000452618248,,Mgnify
12487,,MGYP001558171232.pdb.gz,,,,,,MGYP001558171232,,Mgnify
12488,,MGYP001587948529.pdb.gz,,,,,,MGYP001587948529,,Mgnify
12489,,MGYP001610252646.pdb.gz,,,,,,MGYP001610252646,,Mgnify
12490,,MGYP002765224932.pdb.gz,,,,,,MGYP002765224932,,Mgnify
12491,,MGYP003395895164.pdb.gz,,,,,,MGYP003395895164,,Mgnify
12492,,MGYP001485572741.pdb.gz,,,,,,MGYP001485572741,,Mgnify
12493,,MGYP001359613724.pdb.gz,,,,,,MGYP001359613724,,Mgnify
12494,,MGYP001415193795.pdb.gz,,,,,,MGYP001415193795,,Mgnify
12495,,MGYP000241294302.pdb.gz,,,,,,MGYP000241294302,,Mgnify
12496,,MGYP001847267682.pdb.gz,,,,,,MGYP001847267682,,Mgnify
12497,,MGYP000496806361.pdb.gz,,,,,,MGYP000496806361,,Mgnify
12498,,MGYP003352730411.pdb.gz,,,,,,MGYP003352730411,,Mgnify
12499,,MGYP001406300623.pdb.gz,,,,,,MGYP001406300623,,Mgnify
12500,,MGYP001774427702.pdb.gz,,,,,,MGYP001774427702,,Mgnify
12501,,MGYP001199905024.pdb.gz,,,,,,MGYP001199905024,,Mgnify
12502,,MGYP000656063986.pdb.gz,,,,,,MGYP000656063986,,Mgnify
12503,,MGYP003307724258.pdb.gz,,,,,,MGYP003307724258,,Mgnify
12504,,MGYP001817780857.pdb.gz,,,,,,MGYP001817780857,,Mgnify
12505,,MGYP001415448731.pdb.gz,,,,,,MGYP001415448731,,Mgnify
12506,,MGYP000176887019.pdb.gz,,,,,,MGYP000176887019,,Mgnify
12507,,MGYP001826682755.pdb.gz,,,,,,MGYP001826682755,,Mgnify
12508,,MGYP001062779390.pdb.gz,,,,,,MGYP001062779390,,Mgnify
12509,,MGYP002627299645.pdb.gz,,,,,,MGYP002627299645,,Mgnify
12510,,MGYP003705085567.pdb.gz,,,,,,MGYP003705085567,,Mgnify
12511,,MGYP001150080653.pdb.gz,,,,,,MGYP001150080653,,Mgnify
12512,,MGYP000448130050.pdb.gz,,,,,,MGYP000448130050,,Mgnify
12513,,MGYP002867145031.pdb.gz,,,,,,MGYP002867145031,,Mgnify
12514,,MGYP001472953710.pdb.gz,,,,,,MGYP001472953710,,Mgnify
12515,,MGYP001586497665.pdb.gz,,,,,,MGYP001586497665,,Mgnify
12516,,MGYP001562579014.pdb.gz,,,,,,MGYP001562579014,,Mgnify
12517,,MGYP001589920452.pdb.gz,,,,,,MGYP001589920452,,Mgnify
12518,,MGYP003681833446.pdb.gz,,,,,,MGYP003681833446,,Mgnify
12519,,MGYP001497237759.pdb.gz,,,,,,MGYP001497237759,,Mgnify
12520,,MGYP001566760837.pdb.gz,,,,,,MGYP001566760837,,Mgnify
12521,,MGYP000365475322.pdb.gz,,,,,,MGYP000365475322,,Mgnify
12522,,MGYP001593661797.pdb.gz,,,,,,MGYP001593661797,,Mgnify
12523,,MGYP001806689669.pdb.gz,,,,,,MGYP001806689669,,Mgnify
12524,,MGYP000729802243.pdb.gz,,,,,,MGYP000729802243,,Mgnify
12525,,MGYP001562809955.pdb.gz,,,,,,MGYP001562809955,,Mgnify
12526,,MGYP000162115330.pdb.gz,,,,,,MGYP000162115330,,Mgnify
12527,,MGYP003152079352.pdb.gz,,,,,,MGYP003152079352,,Mgnify
12528,,MGYP000966203567.pdb.gz,,,,,,MGYP000966203567,,Mgnify
12529,,MGYP003590569099.pdb.gz,,,,,,MGYP003590569099,,Mgnify
12530,,MGYP000618926038.pdb.gz,,,,,,MGYP000618926038,,Mgnify
12531,,MGYP000194630460.pdb.gz,,,,,,MGYP000194630460,,Mgnify
12532,,MGYP000577876217.pdb.gz,,,,,,MGYP000577876217,,Mgnify
12533,,MGYP000619608353.pdb.gz,,,,,,MGYP000619608353,,Mgnify
12534,,MGYP002402883431.pdb.gz,,,,,,MGYP002402883431,,Mgnify
12535,,MGYP000192552306.pdb.gz,,,,,,MGYP000192552306,,Mgnify
12536,,MGYP001462692384.pdb.gz,,,,,,MGYP001462692384,,Mgnify
12537,,MGYP001562220034.pdb.gz,,,,,,MGYP001562220034,,Mgnify
12538,,MGYP000899062002.pdb.gz,,,,,,MGYP000899062002,,Mgnify
12539,,MGYP001102996347.pdb.gz,,,,,,MGYP001102996347,,Mgnify
12540,,MGYP001291995369.pdb.gz,,,,,,MGYP001291995369,,Mgnify
12541,,MGYP000020595231.pdb.gz,,,,,,MGYP000020595231,,Mgnify
12542,,MGYP003456874394.pdb.gz,,,,,,MGYP003456874394,,Mgnify
12543,,MGYP003308482959.pdb.gz,,,,,,MGYP003308482959,,Mgnify
12544,,MGYP000370764241.pdb.gz,,,,,,MGYP000370764241,,Mgnify
12545,,MGYP003338712208.pdb.gz,,,,,,MGYP003338712208,,Mgnify
12546,,MGYP000600066737.pdb.gz,,,,,,MGYP000600066737,,Mgnify
12547,,MGYP002671426076.pdb.gz,,,,,,MGYP002671426076,,Mgnify
12548,,MGYP001798199724.pdb.gz,,,,,,MGYP001798199724,,Mgnify
12549,,MGYP001567465457.pdb.gz,,,,,,MGYP001567465457,,Mgnify
12550,,MGYP001608248834.pdb.gz,,,,,,MGYP001608248834,,Mgnify
12551,,MGYP000088411092.pdb.gz,,,,,,MGYP000088411092,,Mgnify
12552,,MGYP003578832309.pdb.gz,,,,,,MGYP003578832309,,Mgnify
12553,,MGYP000160939223.pdb.gz,,,,,,MGYP000160939223,,Mgnify
12554,,MGYP001601932055.pdb.gz,,,,,,MGYP001601932055,,Mgnify
12555,,MGYP001592236956.pdb.gz,,,,,,MGYP001592236956,,Mgnify
12556,,MGYP001589950370.pdb.gz,,,,,,MGYP001589950370,,Mgnify
12557,,MGYP003566060885.pdb.gz,,,,,,MGYP003566060885,,Mgnify
12558,,MGYP000430341034.pdb.gz,,,,,,MGYP000430341034,,Mgnify
12559,,MGYP000240279572.pdb.gz,,,,,,MGYP000240279572,,Mgnify
12560,,MGYP000408394908.pdb.gz,,,,,,MGYP000408394908,,Mgnify
12561,,MGYP003581528414.pdb.gz,,,,,,MGYP003581528414,,Mgnify
12562,,MGYP001590122255.pdb.gz,,,,,,MGYP001590122255,,Mgnify
12563,,MGYP003607557806.pdb.gz,,,,,,MGYP003607557806,,Mgnify
12564,,MGYP003119951886.pdb.gz,,,,,,MGYP003119951886,,Mgnify
12565,,MGYP003553726133.pdb.gz,,,,,,MGYP003553726133,,Mgnify
12566,,MGYP000623654419.pdb.gz,,,,,,MGYP000623654419,,Mgnify
12567,,MGYP003437087266.pdb.gz,,,,,,MGYP003437087266,,Mgnify
12568,,MGYP000335765309.pdb.gz,,,,,,MGYP000335765309,,Mgnify
12569,,MGYP001501786125.pdb.gz,,,,,,MGYP001501786125,,Mgnify
12570,,MGYP001810061312.pdb.gz,,,,,,MGYP001810061312,,Mgnify
12571,,MGYP000288939445.pdb.gz,,,,,,MGYP000288939445,,Mgnify
12572,,MGYP001605085335.pdb.gz,,,,,,MGYP001605085335,,Mgnify
12573,,MGYP000142892169.pdb.gz,,,,,,MGYP000142892169,,Mgnify
12574,,MGYP003528240334.pdb.gz,,,,,,MGYP003528240334,,Mgnify
12575,,MGYP003637720147.pdb.gz,,,,,,MGYP003637720147,,Mgnify
12576,,MGYP001668453685.pdb.gz,,,,,,MGYP001668453685,,Mgnify
12577,,MGYP002864775447.pdb.gz,,,,,,MGYP002864775447,,Mgnify
12578,,MGYP000190738660.pdb.gz,,,,,,MGYP000190738660,,Mgnify
12579,,MGYP003447979149.pdb.gz,,,,,,MGYP003447979149,,Mgnify
12580,,MGYP000896458405.pdb.gz,,,,,,MGYP000896458405,,Mgnify
12581,,MGYP000437865960.pdb.gz,,,,,,MGYP000437865960,,Mgnify
12582,,MGYP000487097952.pdb.gz,,,,,,MGYP000487097952,,Mgnify
12583,,MGYP002653244543.pdb.gz,,,,,,MGYP002653244543,,Mgnify
12584,,MGYP001819915122.pdb.gz,,,,,,MGYP001819915122,,Mgnify
12585,,MGYP001135826141.pdb.gz,,,,,,MGYP001135826141,,Mgnify
12586,,MGYP001095367660.pdb.gz,,,,,,MGYP001095367660,,Mgnify
12587,,MGYP003679122601.pdb.gz,,,,,,MGYP003679122601,,Mgnify
12588,,MGYP003566458877.pdb.gz,,,,,,MGYP003566458877,,Mgnify
12589,,MGYP001213447901.pdb.gz,,,,,,MGYP001213447901,,Mgnify
12590,,MGYP001275738819.pdb.gz,,,,,,MGYP001275738819,,Mgnify
12591,,MGYP000069406367.pdb.gz,,,,,,MGYP000069406367,,Mgnify
12592,,MGYP000144430059.pdb.gz,,,,,,MGYP000144430059,,Mgnify
12593,,MGYP001063583956.pdb.gz,,,,,,MGYP001063583956,,Mgnify
12594,,MGYP001012494842.pdb.gz,,,,,,MGYP001012494842,,Mgnify
12595,,MGYP002777354818.pdb.gz,,,,,,MGYP002777354818,,Mgnify
12596,,MGYP000717966242.pdb.gz,,,,,,MGYP000717966242,,Mgnify
12597,,MGYP001760238785.pdb.gz,,,,,,MGYP001760238785,,Mgnify
12598,,MGYP000901341070.pdb.gz,,,,,,MGYP000901341070,,Mgnify
12599,,MGYP003365098230.pdb.gz,,,,,,MGYP003365098230,,Mgnify
12600,,MGYP003662255770.pdb.gz,,,,,,MGYP003662255770,,Mgnify
12601,,MGYP000291928451.pdb.gz,,,,,,MGYP000291928451,,Mgnify
12602,,MGYP001071859081.pdb.gz,,,,,,MGYP001071859081,,Mgnify
12603,,MGYP000095815017.pdb.gz,,,,,,MGYP000095815017,,Mgnify
12604,,MGYP000460244940.pdb.gz,,,,,,MGYP000460244940,,Mgnify
12605,,MGYP000974725936.pdb.gz,,,,,,MGYP000974725936,,Mgnify
12606,,MGYP002204913226.pdb.gz,,,,,,MGYP002204913226,,Mgnify
12607,,MGYP003335429313.pdb.gz,,,,,,MGYP003335429313,,Mgnify
12608,,MGYP001562351736.pdb.gz,,,,,,MGYP001562351736,,Mgnify
12609,,MGYP003349690424.pdb.gz,,,,,,MGYP003349690424,,Mgnify
12610,,MGYP001948090945.pdb.gz,,,,,,MGYP001948090945,,Mgnify
12611,,MGYP001100530653.pdb.gz,,,,,,MGYP001100530653,,Mgnify
12612,,MGYP000184290813.pdb.gz,,,,,,MGYP000184290813,,Mgnify
12613,,MGYP000894803507.pdb.gz,,,,,,MGYP000894803507,,Mgnify
12614,,MGYP001403125236.pdb.gz,,,,,,MGYP001403125236,,Mgnify
12615,,MGYP001616511431.pdb.gz,,,,,,MGYP001616511431,,Mgnify
12616,,MGYP002713257158.pdb.gz,,,,,,MGYP002713257158,,Mgnify
12617,,MGYP000165147894.pdb.gz,,,,,,MGYP000165147894,,Mgnify
12618,,MGYP003658890695.pdb.gz,,,,,,MGYP003658890695,,Mgnify
12619,,MGYP001289246503.pdb.gz,,,,,,MGYP001289246503,,Mgnify
12620,,MGYP003405324345.pdb.gz,,,,,,MGYP003405324345,,Mgnify
12621,,MGYP003622970707.pdb.gz,,,,,,MGYP003622970707,,Mgnify
12622,,MGYP000900624634.pdb.gz,,,,,,MGYP000900624634,,Mgnify
12623,,MGYP000119510439.pdb.gz,,,,,,MGYP000119510439,,Mgnify
12624,,MGYP001336186770.pdb.gz,,,,,,MGYP001336186770,,Mgnify
12625,,MGYP000188520288.pdb.gz,,,,,,MGYP000188520288,,Mgnify
12626,,MGYP000758552661.pdb.gz,,,,,,MGYP000758552661,,Mgnify
12627,,MGYP003290581843.pdb.gz,,,,,,MGYP003290581843,,Mgnify
12628,,MGYP003377769939.pdb.gz,,,,,,MGYP003377769939,,Mgnify
12629,,MGYP000121562363.pdb.gz,,,,,,MGYP000121562363,,Mgnify
12630,,MGYP002672817136.pdb.gz,,,,,,MGYP002672817136,,Mgnify
12631,,MGYP000977571658.pdb.gz,,,,,,MGYP000977571658,,Mgnify
12632,,MGYP000517470928.pdb.gz,,,,,,MGYP000517470928,,Mgnify
12633,,MGYP001817564791.pdb.gz,,,,,,MGYP001817564791,,Mgnify
12634,,MGYP002509125000.pdb.gz,,,,,,MGYP002509125000,,Mgnify
12635,,MGYP002642144563.pdb.gz,,,,,,MGYP002642144563,,Mgnify
12636,,MGYP001224257173.pdb.gz,,,,,,MGYP001224257173,,Mgnify
12637,,MGYP000670753848.pdb.gz,,,,,,MGYP000670753848,,Mgnify
12638,,MGYP002784716527.pdb.gz,,,,,,MGYP002784716527,,Mgnify
12639,,MGYP001417075185.pdb.gz,,,,,,MGYP001417075185,,Mgnify
12640,,MGYP002785078507.pdb.gz,,,,,,MGYP002785078507,,Mgnify
12641,,MGYP000538139856.pdb.gz,,,,,,MGYP000538139856,,Mgnify
12642,,MGYP001042395040.pdb.gz,,,,,,MGYP001042395040,,Mgnify
12643,,MGYP001828414848.pdb.gz,,,,,,MGYP001828414848,,Mgnify
12644,,MGYP000095803838.pdb.gz,,,,,,MGYP000095803838,,Mgnify
12645,,MGYP000865190854.pdb.gz,,,,,,MGYP000865190854,,Mgnify
12646,,MGYP001346269971.pdb.gz,,,,,,MGYP001346269971,,Mgnify
12647,,MGYP001071330282.pdb.gz,,,,,,MGYP001071330282,,Mgnify
12648,,MGYP001268878956.pdb.gz,,,,,,MGYP001268878956,,Mgnify
12649,,MGYP001576486758.pdb.gz,,,,,,MGYP001576486758,,Mgnify
12650,,MGYP001942809790.pdb.gz,,,,,,MGYP001942809790,,Mgnify
12651,,MGYP000644754910.pdb.gz,,,,,,MGYP000644754910,,Mgnify
12652,,MGYP003625897457.pdb.gz,,,,,,MGYP003625897457,,Mgnify
12653,,MGYP000844016873.pdb.gz,,,,,,MGYP000844016873,,Mgnify
12654,,MGYP001574243955.pdb.gz,,,,,,MGYP001574243955,,Mgnify
12655,,MGYP001560332777.pdb.gz,,,,,,MGYP001560332777,,Mgnify
12656,,MGYP000667034387.pdb.gz,,,,,,MGYP000667034387,,Mgnify
12657,,MGYP000361176639.pdb.gz,,,,,,MGYP000361176639,,Mgnify
12658,,MGYP001579553995.pdb.gz,,,,,,MGYP001579553995,,Mgnify
12659,,MGYP002663358404.pdb.gz,,,,,,MGYP002663358404,,Mgnify
12660,,MGYP000178374404.pdb.gz,,,,,,MGYP000178374404,,Mgnify
12661,,MGYP002628279583.pdb.gz,,,,,,MGYP002628279583,,Mgnify
12662,,MGYP001557006623.pdb.gz,,,,,,MGYP001557006623,,Mgnify
12663,,MGYP003595216678.pdb.gz,,,,,,MGYP003595216678,,Mgnify
12664,,MGYP000930116962.pdb.gz,,,,,,MGYP000930116962,,Mgnify
12665,,MGYP001070810194.pdb.gz,,,,,,MGYP001070810194,,Mgnify
12666,,MGYP000866530823.pdb.gz,,,,,,MGYP000866530823,,Mgnify
12667,,MGYP000679648308.pdb.gz,,,,,,MGYP000679648308,,Mgnify
12668,,MGYP001328644910.pdb.gz,,,,,,MGYP001328644910,,Mgnify
12669,,MGYP000417201047.pdb.gz,,,,,,MGYP000417201047,,Mgnify
12670,,MGYP000030786908.pdb.gz,,,,,,MGYP000030786908,,Mgnify
12671,,MGYP002623127740.pdb.gz,,,,,,MGYP002623127740,,Mgnify
12672,,MGYP002652165415.pdb.gz,,,,,,MGYP002652165415,,Mgnify
12673,,MGYP002641805107.pdb.gz,,,,,,MGYP002641805107,,Mgnify
12674,,MGYP002173589993.pdb.gz,,,,,,MGYP002173589993,,Mgnify
12675,,MGYP001560486769.pdb.gz,,,,,,MGYP001560486769,,Mgnify
12676,,MGYP001765735647.pdb.gz,,,,,,MGYP001765735647,,Mgnify
12677,,MGYP000553599423.pdb.gz,,,,,,MGYP000553599423,,Mgnify
12678,,MGYP003658657665.pdb.gz,,,,,,MGYP003658657665,,Mgnify
12679,,MGYP003509919587.pdb.gz,,,,,,MGYP003509919587,,Mgnify
12680,,MGYP001819671463.pdb.gz,,,,,,MGYP001819671463,,Mgnify
12681,,MGYP001450429718.pdb.gz,,,,,,MGYP001450429718,,Mgnify
12682,,MGYP001794986089.pdb.gz,,,,,,MGYP001794986089,,Mgnify
12683,,MGYP002779971764.pdb.gz,,,,,,MGYP002779971764,,Mgnify
12684,,MGYP001599050217.pdb.gz,,,,,,MGYP001599050217,,Mgnify
12685,,MGYP001772947226.pdb.gz,,,,,,MGYP001772947226,,Mgnify
12686,,MGYP004254043503.pdb.gz,,,,,,MGYP004254043503,,Mgnify
12687,,MGYP000488337063.pdb.gz,,,,,,MGYP000488337063,,Mgnify
12688,,MGYP002777127661.pdb.gz,,,,,,MGYP002777127661,,Mgnify
12689,,MGYP000575133496.pdb.gz,,,,,,MGYP000575133496,,Mgnify
12690,,MGYP002639646141.pdb.gz,,,,,,MGYP002639646141,,Mgnify
12691,,MGYP000952629509.pdb.gz,,,,,,MGYP000952629509,,Mgnify
12692,,MGYP003908765223.pdb.gz,,,,,,MGYP003908765223,,Mgnify
12693,,MGYP000506708342.pdb.gz,,,,,,MGYP000506708342,,Mgnify
12694,,MGYP001205265137.pdb.gz,,,,,,MGYP001205265137,,Mgnify
12695,,MGYP003980614769.pdb.gz,,,,,,MGYP003980614769,,Mgnify
12696,,MGYP001624686486.pdb.gz,,,,,,MGYP001624686486,,Mgnify
12697,,MGYP002714539675.pdb.gz,,,,,,MGYP002714539675,,Mgnify
12698,,MGYP001807717658.pdb.gz,,,,,,MGYP001807717658,,Mgnify
12699,,MGYP000471001968.pdb.gz,,,,,,MGYP000471001968,,Mgnify
12700,,MGYP000061161981.pdb.gz,,,,,,MGYP000061161981,,Mgnify
12701,,MGYP001050652355.pdb.gz,,,,,,MGYP001050652355,,Mgnify
12702,,MGYP000095829638.pdb.gz,,,,,,MGYP000095829638,,Mgnify
12703,,MGYP000007318695.pdb.gz,,,,,,MGYP000007318695,,Mgnify
12704,,MGYP000297656418.pdb.gz,,,,,,MGYP000297656418,,Mgnify
12705,,MGYP003822536015.pdb.gz,,,,,,MGYP003822536015,,Mgnify
12706,,MGYP000860300264.pdb.gz,,,,,,MGYP000860300264,,Mgnify
12707,,MGYP001620193612.pdb.gz,,,,,,MGYP001620193612,,Mgnify
12708,,MGYP001093498180.pdb.gz,,,,,,MGYP001093498180,,Mgnify
12709,,MGYP001810737294.pdb.gz,,,,,,MGYP001810737294,,Mgnify
12710,,MGYP000237176033.pdb.gz,,,,,,MGYP000237176033,,Mgnify
12711,,MGYP000394372159.pdb.gz,,,,,,MGYP000394372159,,Mgnify
12712,,MGYP002517121906.pdb.gz,,,,,,MGYP002517121906,,Mgnify
12713,,MGYP000912068314.pdb.gz,,,,,,MGYP000912068314,,Mgnify
12714,,MGYP001570676793.pdb.gz,,,,,,MGYP001570676793,,Mgnify
12715,,MGYP000919661977.pdb.gz,,,,,,MGYP000919661977,,Mgnify
12716,,MGYP001545253784.pdb.gz,,,,,,MGYP001545253784,,Mgnify
12717,,MGYP000666160784.pdb.gz,,,,,,MGYP000666160784,,Mgnify
12718,,MGYP002637101302.pdb.gz,,,,,,MGYP002637101302,,Mgnify
12719,,MGYP002230338674.pdb.gz,,,,,,MGYP002230338674,,Mgnify
12720,,MGYP001054291519.pdb.gz,,,,,,MGYP001054291519,,Mgnify
12721,,MGYP001594108282.pdb.gz,,,,,,MGYP001594108282,,Mgnify
12722,,MGYP001029273601.pdb.gz,,,,,,MGYP001029273601,,Mgnify
12723,,MGYP001577518842.pdb.gz,,,,,,MGYP001577518842,,Mgnify
12724,,MGYP001465264487.pdb.gz,,,,,,MGYP001465264487,,Mgnify
12725,,MGYP000148881830.pdb.gz,,,,,,MGYP000148881830,,Mgnify
12726,,MGYP001940216903.pdb.gz,,,,,,MGYP001940216903,,Mgnify
12727,,MGYP003351977789.pdb.gz,,,,,,MGYP003351977789,,Mgnify
12728,,MGYP000617729858.pdb.gz,,,,,,MGYP000617729858,,Mgnify
12729,,MGYP000040798629.pdb.gz,,,,,,MGYP000040798629,,Mgnify
12730,,MGYP001306812947.pdb.gz,,,,,,MGYP001306812947,,Mgnify
12731,,MGYP000326154464.pdb.gz,,,,,,MGYP000326154464,,Mgnify
12732,,MGYP001589394704.pdb.gz,,,,,,MGYP001589394704,,Mgnify
12733,,MGYP001566593707.pdb.gz,,,,,,MGYP001566593707,,Mgnify
12734,,MGYP002635521457.pdb.gz,,,,,,MGYP002635521457,,Mgnify
12735,,MGYP003338641279.pdb.gz,,,,,,MGYP003338641279,,Mgnify
12736,,MGYP000317308047.pdb.gz,,,,,,MGYP000317308047,,Mgnify
12737,,MGYP001545463485.pdb.gz,,,,,,MGYP001545463485,,Mgnify
12738,,MGYP001125809553.pdb.gz,,,,,,MGYP001125809553,,Mgnify
12739,,MGYP001816755707.pdb.gz,,,,,,MGYP001816755707,,Mgnify
12740,,MGYP002799459058.pdb.gz,,,,,,MGYP002799459058,,Mgnify
12741,,MGYP002858917012.pdb.gz,,,,,,MGYP002858917012,,Mgnify
12742,,MGYP001624894591.pdb.gz,,,,,,MGYP001624894591,,Mgnify
12743,,MGYP002463773682.pdb.gz,,,,,,MGYP002463773682,,Mgnify
12744,,MGYP001120372828.pdb.gz,,,,,,MGYP001120372828,,Mgnify
12745,,MGYP002780736734.pdb.gz,,,,,,MGYP002780736734,,Mgnify
12746,,MGYP000728080858.pdb.gz,,,,,,MGYP000728080858,,Mgnify
12747,,MGYP001566744612.pdb.gz,,,,,,MGYP001566744612,,Mgnify
12748,,MGYP001328886452.pdb.gz,,,,,,MGYP001328886452,,Mgnify
12749,,MGYP002350652264.pdb.gz,,,,,,MGYP002350652264,,Mgnify
12750,,MGYP000654125225.pdb.gz,,,,,,MGYP000654125225,,Mgnify
12751,,MGYP003318744834.pdb.gz,,,,,,MGYP003318744834,,Mgnify
12752,,MGYP000350120403.pdb.gz,,,,,,MGYP000350120403,,Mgnify
12753,,MGYP002515545226.pdb.gz,,,,,,MGYP002515545226,,Mgnify
12754,,MGYP000851646286.pdb.gz,,,,,,MGYP000851646286,,Mgnify
12755,,MGYP001614986376.pdb.gz,,,,,,MGYP001614986376,,Mgnify
12756,,MGYP003379967856.pdb.gz,,,,,,MGYP003379967856,,Mgnify
12757,,MGYP003482499954.pdb.gz,,,,,,MGYP003482499954,,Mgnify
12758,,MGYP003596867098.pdb.gz,,,,,,MGYP003596867098,,Mgnify
12759,,MGYP001582167322.pdb.gz,,,,,,MGYP001582167322,,Mgnify
12760,,MGYP001565347860.pdb.gz,,,,,,MGYP001565347860,,Mgnify
12761,,MGYP003895099691.pdb.gz,,,,,,MGYP003895099691,,Mgnify
12762,,MGYP003622376691.pdb.gz,,,,,,MGYP003622376691,,Mgnify
12763,,MGYP000591174768.pdb.gz,,,,,,MGYP000591174768,,Mgnify
12764,,MGYP000627201650.pdb.gz,,,,,,MGYP000627201650,,Mgnify
12765,,MGYP001470834680.pdb.gz,,,,,,MGYP001470834680,,Mgnify
12766,,MGYP000863060987.pdb.gz,,,,,,MGYP000863060987,,Mgnify
12767,,MGYP002626501840.pdb.gz,,,,,,MGYP002626501840,,Mgnify
12768,,MGYP001571670469.pdb.gz,,,,,,MGYP001571670469,,Mgnify
12769,,MGYP002633837908.pdb.gz,,,,,,MGYP002633837908,,Mgnify
12770,,MGYP000416074179.pdb.gz,,,,,,MGYP000416074179,,Mgnify
12771,,MGYP003301907419.pdb.gz,,,,,,MGYP003301907419,,Mgnify
12772,,MGYP003651752939.pdb.gz,,,,,,MGYP003651752939,,Mgnify
12773,,MGYP003919723007.pdb.gz,,,,,,MGYP003919723007,,Mgnify
12774,,MGYP001800609378.pdb.gz,,,,,,MGYP001800609378,,Mgnify
12775,,MGYP000564783480.pdb.gz,,,,,,MGYP000564783480,,Mgnify
12776,,MGYP001615219201.pdb.gz,,,,,,MGYP001615219201,,Mgnify
12777,,MGYP001001553513.pdb.gz,,,,,,MGYP001001553513,,Mgnify
12778,,MGYP003152545753.pdb.gz,,,,,,MGYP003152545753,,Mgnify
12779,,MGYP001260815183.pdb.gz,,,,,,MGYP001260815183,,Mgnify
12780,,MGYP000308763262.pdb.gz,,,,,,MGYP000308763262,,Mgnify
12781,,MGYP001459840628.pdb.gz,,,,,,MGYP001459840628,,Mgnify
12782,,MGYP001561414229.pdb.gz,,,,,,MGYP001561414229,,Mgnify
12783,,MGYP000140246880.pdb.gz,,,,,,MGYP000140246880,,Mgnify
12784,,MGYP001570319997.pdb.gz,,,,,,MGYP001570319997,,Mgnify
12785,,MGYP001603559781.pdb.gz,,,,,,MGYP001603559781,,Mgnify
12786,,MGYP000217222999.pdb.gz,,,,,,MGYP000217222999,,Mgnify
12787,,MGYP002365924796.pdb.gz,,,,,,MGYP002365924796,,Mgnify
12788,,MGYP000338319988.pdb.gz,,,,,,MGYP000338319988,,Mgnify
12789,,MGYP003394331321.pdb.gz,,,,,,MGYP003394331321,,Mgnify
12790,,MGYP003132661951.pdb.gz,,,,,,MGYP003132661951,,Mgnify
12791,,MGYP000611825640.pdb.gz,,,,,,MGYP000611825640,,Mgnify
12792,,MGYP001559540106.pdb.gz,,,,,,MGYP001559540106,,Mgnify
12793,,MGYP000094189924.pdb.gz,,,,,,MGYP000094189924,,Mgnify
12794,,MGYP003650397219.pdb.gz,,,,,,MGYP003650397219,,Mgnify
12795,,MGYP000553517194.pdb.gz,,,,,,MGYP000553517194,,Mgnify
12796,,MGYP003333725357.pdb.gz,,,,,,MGYP003333725357,,Mgnify
12797,,MGYP000557925838.pdb.gz,,,,,,MGYP000557925838,,Mgnify
