,host_genome_id,symbiont_genome_id,host_relative_abundance,symbiont_relative_abundance,location,pair_id
279,SR-VP_05_06_2024_N_top.maxbin2.273,SR-VP_05_06_2024_N_top.metabat2.66,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.273:SR-VP_05_06_2024_N_top.metabat2.66
280,SR-VP_05_06_2024_N_top.maxbin2.273,SR-VP_05_06_2024_N_top.metabat2.808,0.0,0.071324684,bottom,SR-VP_05_06_2024_N_top.maxbin2.273:SR-VP_05_06_2024_N_top.metabat2.808
281,SR-VP_05_06_2024_N_top.maxbin2.273,SR-VP_05_06_2024_N_top.vamb.31579,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.273:SR-VP_05_06_2024_N_top.vamb.31579
282,SR-VP_05_06_2024_N_top.maxbin2.273,SR-VP_05_06_2024_N_top.vamb.67301,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.273:SR-VP_05_06_2024_N_top.vamb.67301
283,SR-VP_05_06_2024_N_top.maxbin2.273,SR-VP_05_06_2024_N_top.vamb.78830,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.273:SR-VP_05_06_2024_N_top.vamb.78830
284,SR-VP_05_06_2024_N_top.maxbin2.273,SR-VP_05_06_2024_ck_bottom.maxbin2.19_sub,0.0,0.12550257,bottom,SR-VP_05_06_2024_N_top.maxbin2.273:SR-VP_05_06_2024_ck_bottom.maxbin2.19_sub
285,SR-VP_05_06_2024_N_top.maxbin2.273,SR-VP_05_06_2024_ck_bottom.metabat2.10564,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.273:SR-VP_05_06_2024_ck_bottom.metabat2.10564
286,SR-VP_05_06_2024_N_top.maxbin2.273,SR-VP_05_06_2024_ck_bottom.metabat2.12185,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.273:SR-VP_05_06_2024_ck_bottom.metabat2.12185
287,SR-VP_05_06_2024_N_top.maxbin2.273,SR-VP_05_06_2024_ck_bottom.metabat2.17799,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.273:SR-VP_05_06_2024_ck_bottom.metabat2.17799
288,SR-VP_05_06_2024_N_top.maxbin2.273,SR-VP_05_06_2024_ck_bottom.metabat2.17911,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.273:SR-VP_05_06_2024_ck_bottom.metabat2.17911
289,SR-VP_05_06_2024_N_top.maxbin2.273,SR-VP_05_06_2024_ck_bottom.metabat2.230,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.273:SR-VP_05_06_2024_ck_bottom.metabat2.230
290,SR-VP_05_06_2024_N_top.maxbin2.273,SR-VP_05_06_2024_ck_bottom.metabat2.3173,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.273:SR-VP_05_06_2024_ck_bottom.metabat2.3173
291,SR-VP_05_06_2024_N_top.maxbin2.273,SR-VP_05_06_2024_ck_bottom.metabat2.32,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.273:SR-VP_05_06_2024_ck_bottom.metabat2.32
292,SR-VP_05_06_2024_N_top.maxbin2.273,SR-VP_05_06_2024_ck_bottom.metabat2.9446,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.273:SR-VP_05_06_2024_ck_bottom.metabat2.9446
293,SR-VP_05_06_2024_N_top.maxbin2.273,SR-VP_05_06_2024_ck_bottom.vamb.32333,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.273:SR-VP_05_06_2024_ck_bottom.vamb.32333
294,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_N_top.metabat2.43498,0.028848732,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_N_top.metabat2.43498
295,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_N_top.metabat2.526,0.028848732,0.06694073,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_N_top.metabat2.526
296,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_N_top.metabat2.60,0.028848732,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_N_top.metabat2.60
297,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_N_top.metabat2.66,0.028848732,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_N_top.metabat2.66
298,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_N_top.metabat2.808,0.028848732,0.071324684,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_N_top.metabat2.808
299,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_N_top.vamb.31579,0.028848732,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_N_top.vamb.31579
300,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_N_top.vamb.67301,0.028848732,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_N_top.vamb.67301
301,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_N_top.vamb.78830,0.028848732,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_N_top.vamb.78830
302,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_ck_bottom.maxbin2.19_sub,0.028848732,0.12550257,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_ck_bottom.maxbin2.19_sub
303,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_ck_bottom.metabat2.10564,0.028848732,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_ck_bottom.metabat2.10564
304,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_ck_bottom.metabat2.12185,0.028848732,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_ck_bottom.metabat2.12185
305,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_ck_bottom.metabat2.17799,0.028848732,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_ck_bottom.metabat2.17799
306,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_ck_bottom.metabat2.17911,0.028848732,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_ck_bottom.metabat2.17911
307,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_ck_bottom.metabat2.230,0.028848732,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_ck_bottom.metabat2.230
308,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_ck_bottom.metabat2.3173,0.028848732,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_ck_bottom.metabat2.3173
309,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_ck_bottom.metabat2.32,0.028848732,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_ck_bottom.metabat2.32
310,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_ck_bottom.metabat2.9446,0.028848732,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_ck_bottom.metabat2.9446
311,SR-VP_05_06_2024_N_top.maxbin2.40,SR-VP_05_06_2024_ck_bottom.vamb.32333,0.028848732,0.0,bottom,SR-VP_05_06_2024_N_top.maxbin2.40:SR-VP_05_06_2024_ck_bottom.vamb.32333
312,SR-VP_05_06_2024_N_top.metabat2.10783,SR-VP_05_06_2024_N_top.metabat2.526,0.055687193,0.06694073,bottom,SR-VP_05_06_2024_N_top.metabat2.10783:SR-VP_05_06_2024_N_top.metabat2.526
313,SR-VP_05_06_2024_N_top.metabat2.10783,SR-VP_05_06_2024_N_top.metabat2.60,0.055687193,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.10783:SR-VP_05_06_2024_N_top.metabat2.60
314,SR-VP_05_06_2024_N_top.metabat2.10783,SR-VP_05_06_2024_N_top.metabat2.66,0.055687193,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.10783:SR-VP_05_06_2024_N_top.metabat2.66
315,SR-VP_05_06_2024_N_top.metabat2.10783,SR-VP_05_06_2024_N_top.metabat2.808,0.055687193,0.071324684,bottom,SR-VP_05_06_2024_N_top.metabat2.10783:SR-VP_05_06_2024_N_top.metabat2.808
316,SR-VP_05_06_2024_N_top.metabat2.10783,SR-VP_05_06_2024_N_top.vamb.31579,0.055687193,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.10783:SR-VP_05_06_2024_N_top.vamb.31579
317,SR-VP_05_06_2024_N_top.metabat2.10783,SR-VP_05_06_2024_N_top.vamb.67301,0.055687193,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.10783:SR-VP_05_06_2024_N_top.vamb.67301
318,SR-VP_05_06_2024_N_top.metabat2.10783,SR-VP_05_06_2024_N_top.vamb.78830,0.055687193,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.10783:SR-VP_05_06_2024_N_top.vamb.78830
319,SR-VP_05_06_2024_N_top.metabat2.10783,SR-VP_05_06_2024_ck_bottom.maxbin2.19_sub,0.055687193,0.12550257,bottom,SR-VP_05_06_2024_N_top.metabat2.10783:SR-VP_05_06_2024_ck_bottom.maxbin2.19_sub
320,SR-VP_05_06_2024_N_top.metabat2.10783,SR-VP_05_06_2024_ck_bottom.metabat2.10564,0.055687193,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.10783:SR-VP_05_06_2024_ck_bottom.metabat2.10564
321,SR-VP_05_06_2024_N_top.metabat2.10783,SR-VP_05_06_2024_ck_bottom.metabat2.12185,0.055687193,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.10783:SR-VP_05_06_2024_ck_bottom.metabat2.12185
322,SR-VP_05_06_2024_N_top.metabat2.10783,SR-VP_05_06_2024_ck_bottom.metabat2.17799,0.055687193,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.10783:SR-VP_05_06_2024_ck_bottom.metabat2.17799
323,SR-VP_05_06_2024_N_top.metabat2.10783,SR-VP_05_06_2024_ck_bottom.metabat2.17911,0.055687193,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.10783:SR-VP_05_06_2024_ck_bottom.metabat2.17911
324,SR-VP_05_06_2024_N_top.metabat2.10783,SR-VP_05_06_2024_ck_bottom.metabat2.230,0.055687193,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.10783:SR-VP_05_06_2024_ck_bottom.metabat2.230
325,SR-VP_05_06_2024_N_top.metabat2.10783,SR-VP_05_06_2024_ck_bottom.metabat2.3173,0.055687193,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.10783:SR-VP_05_06_2024_ck_bottom.metabat2.3173
326,SR-VP_05_06_2024_N_top.metabat2.10783,SR-VP_05_06_2024_ck_bottom.metabat2.32,0.055687193,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.10783:SR-VP_05_06_2024_ck_bottom.metabat2.32
327,SR-VP_05_06_2024_N_top.metabat2.10783,SR-VP_05_06_2024_ck_bottom.metabat2.9446,0.055687193,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.10783:SR-VP_05_06_2024_ck_bottom.metabat2.9446
328,SR-VP_05_06_2024_N_top.metabat2.10783,SR-VP_05_06_2024_ck_bottom.vamb.32333,0.055687193,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.10783:SR-VP_05_06_2024_ck_bottom.vamb.32333
329,SR-VP_05_06_2024_N_top.metabat2.180,SR-VP_05_06_2024_N_top.metabat2.60,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.180:SR-VP_05_06_2024_N_top.metabat2.60
330,SR-VP_05_06_2024_N_top.metabat2.180,SR-VP_05_06_2024_N_top.metabat2.66,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.180:SR-VP_05_06_2024_N_top.metabat2.66
331,SR-VP_05_06_2024_N_top.metabat2.180,SR-VP_05_06_2024_N_top.metabat2.808,0.0,0.071324684,bottom,SR-VP_05_06_2024_N_top.metabat2.180:SR-VP_05_06_2024_N_top.metabat2.808
332,SR-VP_05_06_2024_N_top.metabat2.180,SR-VP_05_06_2024_N_top.vamb.31579,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.180:SR-VP_05_06_2024_N_top.vamb.31579
333,SR-VP_05_06_2024_N_top.metabat2.180,SR-VP_05_06_2024_N_top.vamb.67301,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.180:SR-VP_05_06_2024_N_top.vamb.67301
334,SR-VP_05_06_2024_N_top.metabat2.180,SR-VP_05_06_2024_N_top.vamb.78830,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.180:SR-VP_05_06_2024_N_top.vamb.78830
335,SR-VP_05_06_2024_N_top.metabat2.180,SR-VP_05_06_2024_ck_bottom.maxbin2.19_sub,0.0,0.12550257,bottom,SR-VP_05_06_2024_N_top.metabat2.180:SR-VP_05_06_2024_ck_bottom.maxbin2.19_sub
336,SR-VP_05_06_2024_N_top.metabat2.180,SR-VP_05_06_2024_ck_bottom.metabat2.10564,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.180:SR-VP_05_06_2024_ck_bottom.metabat2.10564
337,SR-VP_05_06_2024_N_top.metabat2.180,SR-VP_05_06_2024_ck_bottom.metabat2.12185,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.180:SR-VP_05_06_2024_ck_bottom.metabat2.12185
338,SR-VP_05_06_2024_N_top.metabat2.180,SR-VP_05_06_2024_ck_bottom.metabat2.17799,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.180:SR-VP_05_06_2024_ck_bottom.metabat2.17799
339,SR-VP_05_06_2024_N_top.metabat2.180,SR-VP_05_06_2024_ck_bottom.metabat2.17911,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.180:SR-VP_05_06_2024_ck_bottom.metabat2.17911
340,SR-VP_05_06_2024_N_top.metabat2.180,SR-VP_05_06_2024_ck_bottom.metabat2.230,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.180:SR-VP_05_06_2024_ck_bottom.metabat2.230
341,SR-VP_05_06_2024_N_top.metabat2.180,SR-VP_05_06_2024_ck_bottom.metabat2.3173,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.180:SR-VP_05_06_2024_ck_bottom.metabat2.3173
342,SR-VP_05_06_2024_N_top.metabat2.180,SR-VP_05_06_2024_ck_bottom.metabat2.32,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.180:SR-VP_05_06_2024_ck_bottom.metabat2.32
343,SR-VP_05_06_2024_N_top.metabat2.180,SR-VP_05_06_2024_ck_bottom.metabat2.9446,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.180:SR-VP_05_06_2024_ck_bottom.metabat2.9446
344,SR-VP_05_06_2024_N_top.metabat2.180,SR-VP_05_06_2024_ck_bottom.vamb.32333,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.180:SR-VP_05_06_2024_ck_bottom.vamb.32333
345,SR-VP_05_06_2024_N_top.metabat2.2046,SR-VP_05_06_2024_N_top.metabat2.66,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.2046:SR-VP_05_06_2024_N_top.metabat2.66
346,SR-VP_05_06_2024_N_top.metabat2.2046,SR-VP_05_06_2024_N_top.metabat2.808,0.0,0.071324684,bottom,SR-VP_05_06_2024_N_top.metabat2.2046:SR-VP_05_06_2024_N_top.metabat2.808
347,SR-VP_05_06_2024_N_top.metabat2.2046,SR-VP_05_06_2024_N_top.vamb.31579,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.2046:SR-VP_05_06_2024_N_top.vamb.31579
348,SR-VP_05_06_2024_N_top.metabat2.2046,SR-VP_05_06_2024_N_top.vamb.67301,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.2046:SR-VP_05_06_2024_N_top.vamb.67301
349,SR-VP_05_06_2024_N_top.metabat2.2046,SR-VP_05_06_2024_N_top.vamb.78830,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.2046:SR-VP_05_06_2024_N_top.vamb.78830
350,SR-VP_05_06_2024_N_top.metabat2.2046,SR-VP_05_06_2024_ck_bottom.maxbin2.19_sub,0.0,0.12550257,bottom,SR-VP_05_06_2024_N_top.metabat2.2046:SR-VP_05_06_2024_ck_bottom.maxbin2.19_sub
351,SR-VP_05_06_2024_N_top.metabat2.2046,SR-VP_05_06_2024_ck_bottom.metabat2.10564,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.2046:SR-VP_05_06_2024_ck_bottom.metabat2.10564
352,SR-VP_05_06_2024_N_top.metabat2.2046,SR-VP_05_06_2024_ck_bottom.metabat2.12185,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.2046:SR-VP_05_06_2024_ck_bottom.metabat2.12185
353,SR-VP_05_06_2024_N_top.metabat2.2046,SR-VP_05_06_2024_ck_bottom.metabat2.17799,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.2046:SR-VP_05_06_2024_ck_bottom.metabat2.17799
354,SR-VP_05_06_2024_N_top.metabat2.2046,SR-VP_05_06_2024_ck_bottom.metabat2.17911,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.2046:SR-VP_05_06_2024_ck_bottom.metabat2.17911
355,SR-VP_05_06_2024_N_top.metabat2.2046,SR-VP_05_06_2024_ck_bottom.metabat2.230,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.2046:SR-VP_05_06_2024_ck_bottom.metabat2.230
356,SR-VP_05_06_2024_N_top.metabat2.2046,SR-VP_05_06_2024_ck_bottom.metabat2.3173,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.2046:SR-VP_05_06_2024_ck_bottom.metabat2.3173
357,SR-VP_05_06_2024_N_top.metabat2.2046,SR-VP_05_06_2024_ck_bottom.metabat2.32,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.2046:SR-VP_05_06_2024_ck_bottom.metabat2.32
358,SR-VP_05_06_2024_N_top.metabat2.2046,SR-VP_05_06_2024_ck_bottom.metabat2.9446,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.2046:SR-VP_05_06_2024_ck_bottom.metabat2.9446
359,SR-VP_05_06_2024_N_top.metabat2.2046,SR-VP_05_06_2024_ck_bottom.vamb.32333,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.2046:SR-VP_05_06_2024_ck_bottom.vamb.32333
360,SR-VP_05_06_2024_N_top.metabat2.249,SR-VP_05_06_2024_N_top.metabat2.808,0.066300526,0.071324684,bottom,SR-VP_05_06_2024_N_top.metabat2.249:SR-VP_05_06_2024_N_top.metabat2.808
361,SR-VP_05_06_2024_N_top.metabat2.249,SR-VP_05_06_2024_N_top.vamb.31579,0.066300526,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.249:SR-VP_05_06_2024_N_top.vamb.31579
362,SR-VP_05_06_2024_N_top.metabat2.249,SR-VP_05_06_2024_N_top.vamb.67301,0.066300526,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.249:SR-VP_05_06_2024_N_top.vamb.67301
363,SR-VP_05_06_2024_N_top.metabat2.249,SR-VP_05_06_2024_N_top.vamb.78830,0.066300526,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.249:SR-VP_05_06_2024_N_top.vamb.78830
364,SR-VP_05_06_2024_N_top.metabat2.249,SR-VP_05_06_2024_ck_bottom.maxbin2.19_sub,0.066300526,0.12550257,bottom,SR-VP_05_06_2024_N_top.metabat2.249:SR-VP_05_06_2024_ck_bottom.maxbin2.19_sub
365,SR-VP_05_06_2024_N_top.metabat2.249,SR-VP_05_06_2024_ck_bottom.metabat2.10564,0.066300526,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.249:SR-VP_05_06_2024_ck_bottom.metabat2.10564
366,SR-VP_05_06_2024_N_top.metabat2.249,SR-VP_05_06_2024_ck_bottom.metabat2.12185,0.066300526,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.249:SR-VP_05_06_2024_ck_bottom.metabat2.12185
367,SR-VP_05_06_2024_N_top.metabat2.249,SR-VP_05_06_2024_ck_bottom.metabat2.17799,0.066300526,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.249:SR-VP_05_06_2024_ck_bottom.metabat2.17799
368,SR-VP_05_06_2024_N_top.metabat2.249,SR-VP_05_06_2024_ck_bottom.metabat2.17911,0.066300526,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.249:SR-VP_05_06_2024_ck_bottom.metabat2.17911
369,SR-VP_05_06_2024_N_top.metabat2.249,SR-VP_05_06_2024_ck_bottom.metabat2.230,0.066300526,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.249:SR-VP_05_06_2024_ck_bottom.metabat2.230
370,SR-VP_05_06_2024_N_top.metabat2.249,SR-VP_05_06_2024_ck_bottom.metabat2.3173,0.066300526,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.249:SR-VP_05_06_2024_ck_bottom.metabat2.3173
371,SR-VP_05_06_2024_N_top.metabat2.249,SR-VP_05_06_2024_ck_bottom.metabat2.32,0.066300526,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.249:SR-VP_05_06_2024_ck_bottom.metabat2.32
372,SR-VP_05_06_2024_N_top.metabat2.249,SR-VP_05_06_2024_ck_bottom.metabat2.9446,0.066300526,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.249:SR-VP_05_06_2024_ck_bottom.metabat2.9446
373,SR-VP_05_06_2024_N_top.metabat2.249,SR-VP_05_06_2024_ck_bottom.vamb.32333,0.066300526,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.249:SR-VP_05_06_2024_ck_bottom.vamb.32333
374,SR-VP_05_06_2024_N_top.metabat2.290,SR-VP_05_06_2024_N_top.vamb.31579,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.290:SR-VP_05_06_2024_N_top.vamb.31579
375,SR-VP_05_06_2024_N_top.metabat2.290,SR-VP_05_06_2024_N_top.vamb.67301,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.290:SR-VP_05_06_2024_N_top.vamb.67301
376,SR-VP_05_06_2024_N_top.metabat2.290,SR-VP_05_06_2024_N_top.vamb.78830,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.290:SR-VP_05_06_2024_N_top.vamb.78830
377,SR-VP_05_06_2024_N_top.metabat2.290,SR-VP_05_06_2024_ck_bottom.maxbin2.19_sub,0.0,0.12550257,bottom,SR-VP_05_06_2024_N_top.metabat2.290:SR-VP_05_06_2024_ck_bottom.maxbin2.19_sub
378,SR-VP_05_06_2024_N_top.metabat2.290,SR-VP_05_06_2024_ck_bottom.metabat2.10564,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.290:SR-VP_05_06_2024_ck_bottom.metabat2.10564
379,SR-VP_05_06_2024_N_top.metabat2.290,SR-VP_05_06_2024_ck_bottom.metabat2.12185,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.290:SR-VP_05_06_2024_ck_bottom.metabat2.12185
380,SR-VP_05_06_2024_N_top.metabat2.290,SR-VP_05_06_2024_ck_bottom.metabat2.17799,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.290:SR-VP_05_06_2024_ck_bottom.metabat2.17799
381,SR-VP_05_06_2024_N_top.metabat2.290,SR-VP_05_06_2024_ck_bottom.metabat2.17911,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.290:SR-VP_05_06_2024_ck_bottom.metabat2.17911
382,SR-VP_05_06_2024_N_top.metabat2.290,SR-VP_05_06_2024_ck_bottom.metabat2.230,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.290:SR-VP_05_06_2024_ck_bottom.metabat2.230
383,SR-VP_05_06_2024_N_top.metabat2.290,SR-VP_05_06_2024_ck_bottom.metabat2.3173,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.290:SR-VP_05_06_2024_ck_bottom.metabat2.3173
384,SR-VP_05_06_2024_N_top.metabat2.290,SR-VP_05_06_2024_ck_bottom.metabat2.32,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.290:SR-VP_05_06_2024_ck_bottom.metabat2.32
385,SR-VP_05_06_2024_N_top.metabat2.290,SR-VP_05_06_2024_ck_bottom.metabat2.9446,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.290:SR-VP_05_06_2024_ck_bottom.metabat2.9446
386,SR-VP_05_06_2024_N_top.metabat2.290,SR-VP_05_06_2024_ck_bottom.vamb.32333,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.290:SR-VP_05_06_2024_ck_bottom.vamb.32333
387,SR-VP_05_06_2024_N_top.metabat2.29790_sub,SR-VP_05_06_2024_N_top.vamb.67301,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.29790_sub:SR-VP_05_06_2024_N_top.vamb.67301
388,SR-VP_05_06_2024_N_top.metabat2.29790_sub,SR-VP_05_06_2024_N_top.vamb.78830,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.29790_sub:SR-VP_05_06_2024_N_top.vamb.78830
389,SR-VP_05_06_2024_N_top.metabat2.29790_sub,SR-VP_05_06_2024_ck_bottom.maxbin2.19_sub,0.0,0.12550257,bottom,SR-VP_05_06_2024_N_top.metabat2.29790_sub:SR-VP_05_06_2024_ck_bottom.maxbin2.19_sub
390,SR-VP_05_06_2024_N_top.metabat2.29790_sub,SR-VP_05_06_2024_ck_bottom.metabat2.10564,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.29790_sub:SR-VP_05_06_2024_ck_bottom.metabat2.10564
391,SR-VP_05_06_2024_N_top.metabat2.29790_sub,SR-VP_05_06_2024_ck_bottom.metabat2.12185,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.29790_sub:SR-VP_05_06_2024_ck_bottom.metabat2.12185
392,SR-VP_05_06_2024_N_top.metabat2.29790_sub,SR-VP_05_06_2024_ck_bottom.metabat2.17799,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.29790_sub:SR-VP_05_06_2024_ck_bottom.metabat2.17799
393,SR-VP_05_06_2024_N_top.metabat2.29790_sub,SR-VP_05_06_2024_ck_bottom.metabat2.17911,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.29790_sub:SR-VP_05_06_2024_ck_bottom.metabat2.17911
394,SR-VP_05_06_2024_N_top.metabat2.29790_sub,SR-VP_05_06_2024_ck_bottom.metabat2.230,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.29790_sub:SR-VP_05_06_2024_ck_bottom.metabat2.230
395,SR-VP_05_06_2024_N_top.metabat2.29790_sub,SR-VP_05_06_2024_ck_bottom.metabat2.3173,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.29790_sub:SR-VP_05_06_2024_ck_bottom.metabat2.3173
396,SR-VP_05_06_2024_N_top.metabat2.29790_sub,SR-VP_05_06_2024_ck_bottom.metabat2.32,0.0,0.0,bottom,SR-VP_05_06_2024_N_top.metabat2.29790_sub:SR-VP_05_06_2024_ck_bottom.metabat2.32
